name,foundingDate
DATASOUTH COMPUTER             ,1977
HAMMOND CO.                    ,1982
KAYPRO CORPORATION             ,1953
WEDTECH CORPORATION            ,1965
AIRCAL INC.                    ,1971
SYNBIOTICS CORP.               ,1982
"ATCOR, INC.                    ",1959
"PAYCHEX, INC.                  ",1979
STRATUS COMPUTER               ,1980
FAMILY HEALTH SYSTEMS          ,1983
CARTERET SAVINGS               ,1939
CULP INC.                      ,1972
AMBULATORY MEDICAL             ,1983
NORTHERN AIR FREIGHT           ,1970
"SHOE-TOWN, INC.                ",1932
AMERICAN PHYSICIANS            ,1974
CELL PRODUCTS                  ,1982
JUNO LIGHTING INC.             ,1976
WILLIAM BYRD PRESS             ,1913
HOVNANIAN ENTERPRISES          ,1967
BLOOMFIELD S&L ASSN.           ,1982
HEALTHGROUP INT'L              ,1979
"BKW, INC.                      ",1981
"WINTERHALTER, INC.             ",1978
AMPAD CORP.                    ,1900
EQUATORIAL COMMUNIC.           ,1979
FIRST DATA RESOURCES           ,1971
HORIZON HEALTH CORP.           ,1981
COMP-U-CARD                    ,1973
FIRST SOUTHERN FED.            ,1934
PHIL SAVINGS FUND SOC          ,1901
PREFERRED HEALTH               ,1983
S&K FAMOUS BRANDS              ,1967
SECOND NAT'L S & L             ,1924
EATON FINANCIAL                ,1974
INNOVATIVE SOFTWARE            ,1980
PROVINCETOWN-BOSTON            ,1949
"S-P DRUG CO., INC.             ",1976
TENDER LOVING CARE             ,1978
Z-AXIS CORPORATION             ,1983
PEARLE HEALTH SERVICES         ,1965
A&M FOOD SERVICES              ,1973
RENAL SYSTEMS                  ,1974
ALFIN FRAGRANCES               ,1980
KMW SYSTEMS CORP.              ,1977
NORTHEAST SAVINGS              ,1901
RESTEC SYSTEMS                 ,1983
ADVANCED GENETIC SCI           ,1979
CREATIVE COMP. APPLIC          ,1978
FIRST FED. FT. MYERS           ,1934
COMPUTRAC INSTRUM.             ,1976
SYMS CORP.                     ,1959
STERIVET LABS. LTD.            ,1968
ATLANTIC FINANCIAL FED         ,1982
NORTH ATLANTIC TECH            ,1980
MEDICAL STERILIZATION          ,1982
CONT'L HEALTHCARE              ,1981
"ENERGY FACTORS, INC.           ",1982
FIRST DATA MANAGEMENT          ,1969
PROTOCOL COMPUTERS             ,1976
BIO-TECHNOLOGY GEN.            ,1980
CERPROBE CORPORATION           ,1976
"EXOVIR, INC.                   ",1981
PARAGON COMMUNICATION          ,1983
RESTAURANT SYSTEMS             ,1974
VIEW-MASTER INT'L              ,1938
ROBERT C. BROWN                ,1974
MCS TELECOMMUNIC.              ,1980
MAVERICK RESTAURANTS           ,1980
MEDIFLEX SYSTEMS               ,1969
NATIONAL LUMBER                ,1965
SUMMIT HEALTH LTD.             ,1977
VALID LOGIC SYSTEMS            ,1981
PARLEX CORPORATION             ,1970
GLENDALE FEDERAL S&L           ,1934
SPI PHARMACEUTICALS            ,1981
SYNERGEX CORPORATION           ,1948
UNIVERSAL FURNITURE            ,1973
AMERICAN EDUCATIONAL COMP      ,1981
CHANCELLOR CORP.               ,1977
"COPYTELE, INC.                 ",1982
DATACOPY CORP.                 ,1973
DESIGNHOUSE INT'L              ,1973
LOTUS DEVELOPMENT              ,1982
STANFORD TELECOMM.             ,1973
SURGICARE CORPORATION          ,1982
HYPONEX CORPORATION            ,1979
INFO. SOLUTION                 ,1980
RADIONICS INC.                 ,1975
ESPRIT SYSTEMS                 ,1983
INT'L HYDRON CORP.             ,1978
COMMAND AIRWAYS                ,1966
FIBRONICS INT'L                ,1977
CLASSIC CORPORATION            ,1971
TRIBUNE CO.                    ,1901
SEEQ TECHNOLOGY                ,1981
JEFFERIES GROUP                ,1962
LEECO DIAGNOSTICS              ,1978
PO' FOLKS                      ,1982
ROONEY PACE GROUP              ,1983
VLI CORPORATION                ,1981
PENINSULA S&L ASSN.            ,1954
RUSTY PELICAN RESTAU.          ,1972
"ENDEVCO, INC.                  ",1977
UTD. OKLAHOMA BANK.            ,1974
"ATV SYSTEMS, INC.              ",1981
ELECTRO SCIENTIFIC             ,1953
MERCHANTS COOPERATIVE          ,1901
BUILDER'S TRANSPORT            ,1962
CASEY'S GENERAL STORE          ,1967
E-Z-EM INC.                    ,1962
SAVERS FEDERAL S&L             ,1955
WHEELED COACH IND.             ,1976
CIRCUS CIRCUS                  ,1974
CALIFORNIA BIOTECH.            ,1981
COAST FEDERAL S&L              ,1935
CRAFT HOUSE CORP.              ,1973
PARK COMMUNICATIONS            ,1971
UNIV. DEVELOPMENT              ,1968
INDEPENDENCE HEALTH            ,1978
MEDIPLEX GROUP                 ,1959
NI INDUSTRIES                  ,1930
RICHARDSON ELEC.               ,1981
"DATAKEY, INC.                  ",1976
MR. GASKET CO.                 ,1964
LANE TELECOMM.                 ,1976
FIRST FED. CHARLSTN.           ,1934
FUDDRUCKERS INC.               ,1979
MINISCRIBECORP.                ,1980
SELECT INFORMATION             ,1980
SYSTEMS INTEGRATORS            ,1973
TERAK CORP.                    ,1975
AMERIWEST FINANCIAL            ,1983
TLS CO.                        ,1968
UNITED FED. SAVING             ,1902
PELE MEDI-CORP.                ,1983
LEVITT CORP.                   ,1947
TRILOGY LTD.                   ,1980
"AIR ONE, INC.                  ",1981
MEDSTAT SYSTEMS                ,1981
PERSONAL COMPUTER              ,1982
SOUTH BOSTON SAVINGS           ,1901
BIOSENSOR CORP.                ,1982
CHEMICAL FABRICS               ,1968
COMPUCARE INC.                 ,1975
IMEX MEDICAL SYSTEMS           ,1976
J.P. INDUSTRIES                ,1977
JEFFERSON SMURFIT              ,1976
"PARISIAN, INC.                 ",1920
PHYSIO TECHNOLOGY              ,1981
SAFEGUARD HEALTH               ,1974
RID-A-BUG COMPANY              ,1980
SCOPAS TECHNOLOGIES            ,1981
VIRGINIA BEACH FEDERAL         ,1935
VERMONT FEDERAL BANK           ,1901
CHANCELLOR COMPUTER            ,1982
ANDOVER CONTROLS               ,1976
THE FEDERATED GROUP            ,1976
HCW OIL & GAS INC.             ,1981
"MELRIDGE, INC.                 ",1929
PEAK HEALTH CARE               ,1979
MAGNET BANK                    ,1934
PANCRETEC INC.                 ,1983
APPLIED DATA                   ,1972
DALLAS FEDERAL S&L             ,1919
FARM & HOME SAVING             ,1901
RENT-A-CENTER                  ,1983
WESTERN MICRO TECH.            ,1975
FORSCHNER GROUP                ,1974
"ACTMEDIA, INC.                 ",1971
BOSTON 5-CENT SAV.             ,1901
"CML GROUP, INC.                ",1969
FOLKS RESTAURANT               ,1983
HEALTHCARE SERVICES            ,1976
J.B. HUNT                      ,1961
MEDICARE-GLASER                ,1976
PREFERRED FINANCIAL            ,1959
SPENDTHRIFT FARMS              ,1937
SHORELINE SAVINGS              ,1953
STARTEL CORPORATION            ,1980
SUNRISE MEDICAL                ,1978
WORLCO DATA SYSTEMS            ,1969
DELCHAMPS INC.                 ,1921
PRO-MED CAPITAL                ,1983
TACO VILLA INC.                ,1973
ATLANTIC FEDERAL               ,1952
VODAVI TECHNOLOGY              ,1983
AMOSKEAG BANK                  ,1900
ASHTON-TATE                    ,1980
CHARGIT INC.                   ,1974
DICEON ELECTRONICS             ,1980
FIRST FED. OF MICHIGAN         ,1933
FIRST SAVINGS OF FL            ,1957
K MED CENTERS                  ,1982
SHELBY WILLIAMS                ,1976
UNIV. TRADING EXCHANGE         ,1983
ENTERTAINMENT PUBLCT.          ,1962
PAR PHARMACEUTICALS            ,1978
TEMCO HOME HEALTH              ,1966
"VMX, INC.                      ",1980
BEL FUSE                       ,1949
ENTRE COMPUTER                 ,1981
HOSPITAL STAFFING              ,1981
LIBERTY FEDERAL S&L            ,1926
MISSISSIPPI VALLEY             ,1971
"SUPERTEX, INC.                 ",1975
UTD. FIN'L BANKING             ,1983
A.A. IMPORTING                 ,1980
CERMETEK MICROELEC.            ,1981
CHARLOTTE CHARLES              ,1935
COUSINS HOME                   ,1983
DEP CORPORATION                ,1956
DOCTORS OFFICE                 ,1981
T.G.I.F. TEXAS                 ,1979
CERTIFIED COLLAT.              ,1980
CHEROKEE GROUP                 ,1973
"CLOTHESTIME, INC.              ",1974
FIRST FED. CAROLINA            ,1933
TGI FRIDAY'S                   ,1969
TOFU TIME INC.                 ,1981
SUPER RITE FOODS               ,1927
DEVRY INC.                     ,1966
FIRST FED. SAV. CA             ,1929
GREAT WESTERN FED.             ,1981
COMPAQ COMPUTER                ,1982
SPIRE CORPORATION              ,1969
CALIF. AMPLIFIER               ,1981
CINCINNATI MICRO.              ,1976
"COAST R.V., INC.               ",1977
"FINAL TEST, INC.               ",1981
GRAPHIC INDUSTRIES             ,1970
GRAPHIC TECHNOLOGY             ,1975
US VACATION RESORTS            ,1980
ZYGO CORPORATION               ,1970
BAKER COMMUNICATION            ,1983
BENCH CRAFT INC.               ,1976
"BUSINESSLAND, INC.             ",1982
CCX NETWORK                    ,1969
COMPUTER IDENTICS              ,1968
CONCEPT DEVELOPMENT            ,1981
INTELLIGENETICS                ,1980
INT'L TECHNOLOGY               ,1926
ALLY & GARGANO                 ,1962
COMPONENT TECHNOLOGY           ,1917
COURIER DISPATCH               ,1967
CUCOS INC.                     ,1981
DWIGHT HEALTH CARE             ,1982
FORMASTER CORPORATION          ,1981
GRUNTAL FINANCIAL              ,1983
SCB RESTAURANT SYSTEMS         ,1980
MCFADDEN VENTURES              ,1974
HERITAGE FEDERAL S&L           ,1934
ARCHIVE CORP.                  ,1980
CAMBRIAN SYSTEMS               ,1977
MEDICINE SHOPPE                ,1977
SOONER DEFENSE                 ,1982
"L.J.N. TOYS, LTD.              ",1967
MORRIS COUNTY S&L              ,1901
"REID-ASHMAN, INC.              ",1980
ADVANCED TELECOMM.             ,1983
FIRST NORTHERN S&L             ,1927
FLEXIBLE COMPUTER              ,1983
GREAT LAKES FEDERAL            ,1901
ROYAL INT'L OPTIC.             ,1971
"NESTOR, INC.                   ",1975
PLM FINANCIAL SERV.            ,1972
ZITEL CORPORATION              ,1979
ELDORADO MOTOR CORP.           ,1978
CHILI'S INC.                   ,1977
FLIGHT INT'L. GROUP            ,1976
THOR INDUSTRIES                ,1980
SPORTO CORP                    ,1983
AMERICAN INTEGRITY             ,1947
"ARRAYS, INC.                   ",1981
ATHENS FED. S&L                ,1929
S.A.Y. INDUSTRIES              ,1976
DEVELCON ELECTRONICS           ,1974
HADCO CORP.                    ,1966
"IMREG, INC.                    ",1981
INTERPHASE CORP.               ,1977
LANGER BIOMECHANICS            ,1971
SURGICAL CARE AFFIL.           ,1982
COLUMBIA DATA PROD.            ,1975
EPSILON DATA MGMT.             ,1970
"MATHBOX, INC.                  ",1974
MENTOR GRAPHICS                ,1981
DUQUESNE SYSTEMS               ,1970
INACOMP COMPUTER               ,1976
INT'L RECORD CARRIER           ,1972
EL TORITO RESTAURANT           ,1969
TOP BRASS ENTERPRISE           ,1983
MALRITE COMMUNICTNS.           ,1956
FRIES ENTERTAINMENT            ,1970
LANDMARK SAVINGS               ,1982
SIMMONS AIRLINES               ,1974
WESTERN FEDERAL S&L            ,1936
DIGIGRAPHIC SYSTEMS            ,1981
GEORGIA FEDERAL                ,1928
HOMECRAFTERS WHRSE.            ,1980
HORIZON AIR IND.               ,1981
"V BAND SYSTEMS, INC.           ",1981
DAY TELECOMMUNIC.              ,1977
WILTON ENTERPRISES             ,1980
LIBERTY FEDERAL PA             ,1901
SOCIETY FOR SAVINGS            ,1901
HOME FEDERAL S&L MD            ,1901
"NICO, INC.                     ",1953
COLUMBIA FEDERAL               ,1921
SEACOAST BANKING               ,1981
STOCKHOLDER SYSTEMS            ,1971
AMERICAN RESTAURANTS           ,1977
BOOLE & BABBAGE                ,1967
UNION WARREN SAVINGS           ,1901
COLLECTIVE FED. S&L            ,1927
A.L. LABORATORIES              ,1975
COMMUNITY SHARES               ,1926
INERTIA DYNAMICS               ,1980
AMERICAN FRUCTOSE              ,1978
BIO-ANALYTIC LABS.             ,1973
TIMBERLINE SYSTEMS             ,1979
HEALTH RESOURCES               ,1981
LASERMED CORP.                 ,1982
PYRAMID MAGNETICS              ,1978
TELCO SYSTEMS                  ,1972
ALLIED NURSING CARE            ,1980
GRAY & COMPANY                 ,1981
ROYAL PALM S&L                 ,1983
INTEGRATED DEVICE              ,1980
EDGEWOOD FILMS                 ,1983
VIE DE FRANCE                  ,1974
SCOTT SCIENCE                  ,1978
WARNER COMPUTER SYS.           ,1971
INTERTRANS CORP.               ,1978
PATIENT MEDICAL SYS.           ,1983
CHURCHILL RECORDS              ,1982
GREAT SOUTHERN FED.            ,1935
II MORROW INC.                 ,1982
WESTCHESTER FIN'L              ,1983
ALL SEASONS RESORTS            ,1982
"CARDIO PET, INC.               ",1979
FANON/COURIER U.S.A.           ,1981
LILY-TULIP INC.                ,1981
BRANIFF INC.                   ,1983
CHARTER FEDERAL                ,1982
SPORTS INFORMATION             ,1982
M. KAMENSTEIN INC.             ,1962
NY MARINE & GENERAL            ,1972
3COM CORP.                     ,1979
C.O.M.B. CO.                   ,1968
DIPLOMAT ELECTRONICS           ,1964
MICROPRO INT'L                 ,1978
FIRST FEDERAL (MT)             ,1955
CENTRAL PA SAVINGS             ,1901
UNIFORCE TEMPORARY             ,1961
"FCS INDUSTRIES, INC.           ",1969
THIS CAN'T BE YOGURT           ,1981
XIDEX MAGNETICS                ,1981
BROKERS MORTGAGE               ,1949
RUSS BERRIE & CO.              ,1967
METROMAIL CORP.                ,1979
COMPUTER SYNERGY               ,1969
COMPRESSION LABS               ,1976
SCHEDULED SKYWAYS              ,1972
NUTRI-FOODS INT'L              ,1976
ADDITIVE TECHNOLOGY            ,1974
LONDON HOUSE                   ,1975
DOW B. HICKAM                  ,1961
MEDCO CONTAINMENT              ,1983
CLEAR CHANNEL COMM.            ,1974
EXCEL INDUSTRIES               ,1935
"TOYS PLUS, INC.                ",1982
BANKERS FIRST CORP.            ,1983
WESTWOOD ONE INC.              ,1974
TOTAL ASSETS                   ,1980
DH TECHNOLOGY                  ,1977
SAVER'S BANCORP.               ,1968
LAM RESEARCH CORP.             ,1980
CAPITOL FEDERAL S&L            ,1925
ENGINEERED SYSTEMS             ,1958
SILVAR-LISCO                   ,1979
AMISTAR CORPORATION            ,1971
CHALONE INC.                   ,1969
FRESHER COOKER                 ,1978
INVACARE CORP.                 ,1971
ROCKY MOUNT UNDERGAR           ,1959
STEREO VILLAGE INC.            ,1977
QUESTECH INC.                  ,1968
BOWATER INC.                   ,1964
HOME FED. BANK OF FL           ,1954
XTAL CORP.                     ,1983
SIERRA SPRING WATER            ,1960
COMPUSAVE CORP.                ,1983
HOME OWNERS FED.               ,1937
SUFFIELD SAVINGS               ,1901
MICRON TECHNOLOGY              ,1978
ONE BANCORP                    ,1901
ZYCAD CORP.                    ,1981
STUARTS DEPT. STORES           ,1980
WESTWORLD COMMUNITY            ,1982
"MICROSIZE, INC.                ",1981
ALASKA NAT'L BANK              ,1940
U.S. MEDICAL ENTER.            ,1984
ADVANCED LOGIC SYS.            ,1980
FIRST FED. BANK                ,1955
ARTHUR J. GALLAGHER            ,1927
COMPUTER DEPOT INC.            ,1977
CONCORD COMPUTING              ,1970
FIRST AMER. FEDERAL            ,1955
FLAGLER  BANK CORP.            ,1974
W.H. BRADY CO.                 ,1914
PHOENIX MEDICAL                ,1978
"VICOM, INC.                    ",1975
DISPLAY COMPONENTS             ,1971
ALTERNACARE CORP.              ,1970
AMER. SHARED HOSPITAL          ,1980
COASTAL SAVINGS BANK           ,1981
ATLANTIC PERMANENT             ,1901
KAPPA NETWORK                  ,1963
TRANSTECTOR SYSTEMS            ,1967
SHOPPERS WORLD                 ,1975
AUDIO/VIDEO AFFIL.             ,1980
"CERADYNE, INC.                 ",1967
PIONEER FEDERAL S&L            ,1933
"WAGS STORES, INC.              ",1982
MMI MEDICAL INC.               ,1981
HOOPER HOLMES INC.             ,1900
